uoc,state,action,next_state,reward
7,"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.03385965,0.005497076,-0.6184311","-0.22250623,-0.97058326,-0.95710796","-0.021247735,-0.13345021,-0.102822706,-0.4138524,0.033468544,0.8793121,-0.03385965,0.005497076,-0.6184311",0.0
7,"-0.021247735,-0.13345021,-0.102822706,-0.4138524,0.033468544,0.8793121,-0.03385965,0.005497076,-0.6184311","0.19400597,-0.9168423,-0.94699955","-0.0027215758,-0.25951132,-0.20455945,-0.7187978,0.011935381,0.58297825,-0.03385965,0.005497076,-0.6184311",0.0
7,"-0.0027215758,-0.25951132,-0.20455945,-0.7187978,0.011935381,0.58297825,-0.03385965,0.005497076,-0.6184311","0.4047736,-0.9353266,-0.93330806","0.03593136,-0.38811392,-0.3048253,-0.86130595,-0.091814324,0.1770153,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.03593136,-0.38811392,-0.3048253,-0.86130595,-0.091814324,0.1770153,-0.03385965,0.005497076,-0.6184311","0.16687751,-0.98031265,-0.953398","0.05186695,-0.5229019,-0.40724945,-0.81918514,-0.12880923,-0.250973,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.05186695,-0.5229019,-0.40724945,-0.81918514,-0.12880923,-0.250973,-0.03385965,0.005497076,-0.6184311","0.54331553,-0.9476686,-0.9538802","0.10374964,-0.6532015,-0.50972533,-0.60183024,-0.19730414,-0.5729883,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.10374964,-0.6532015,-0.50972533,-0.60183024,-0.19730414,-0.5729883,-0.03385965,0.005497076,-0.6184311","0.46964192,-0.93351656,-0.92751163","0.14859703,-0.78155524,-0.60936844,-0.32280818,-0.1562079,-0.7314494,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.14859703,-0.78155524,-0.60936844,-0.32280818,-0.1562079,-0.7314494,-0.03385965,0.005497076,-0.6184311","-0.21746927,-0.7978194,-0.9017486","0.1278303,-0.8912513,-0.7062438,-0.1035942,-0.03770332,-0.7189677,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.1278303,-0.8912513,-0.7062438,-0.1035942,-0.03770332,-0.7189677,-0.03385965,0.005497076,-0.6184311","-0.48082095,0.20352316,-0.67483413","0.081915386,-0.863268,-0.7787416,-0.07246327,-0.013084269,-0.6280949,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.081915386,-0.863268,-0.7787416,-0.07246327,-0.013084269,-0.6280949,-0.03385965,0.005497076,-0.6184311","-0.2754854,-0.072079,-0.10019761","0.055608533,-0.87317854,-0.78950584,-0.05499377,-0.0038273283,-0.61605155,-0.03385965,0.005497076,-0.6184311",0.0
7,"0.055608533,-0.87317854,-0.78950584,-0.05499377,-0.0038273283,-0.61605155,-0.03385965,0.005497076,-0.6184311","-0.1524362,-0.095757365,-0.012094736","0.041051988,-0.88634473,-0.7908051,-0.041423958,0.00046587476,-0.61590105,-0.03385965,0.005497076,-0.6184311",0.0
