state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,-0.27052632,0.15298246,-0.48022214","-0.5684541,-0.9289729,-0.9579967","-0.054283243,-0.127729,-0.10291819,-0.39726365,0.07428661,0.8849481,-0.27052632,0.15298246,-0.48022214",0.0
"-0.054283243,-0.127729,-0.10291819,-0.39726365,0.07428661,0.8849481,-0.27052632,0.15298246,-0.48022214","-0.2877959,-0.88457686,-0.94989175","-0.08176567,-0.24935377,-0.20496568,-0.68044734,0.1847243,0.6000468,-0.27052632,0.15298246,-0.48022214",0.0
"-0.08176567,-0.24935377,-0.20496568,-0.68044734,0.1847243,0.6000468,-0.27052632,0.15298246,-0.48022214","-0.44456768,-0.8729478,-0.94454324","-0.12421865,-0.3693796,-0.30643854,-0.7880169,0.33040395,0.21383208,-0.27052632,0.15298246,-0.48022214",0.0
"-0.12421865,-0.3693796,-0.30643854,-0.7880169,0.33040395,0.21383208,-0.27052632,0.15298246,-0.48022214","-0.016630828,-0.8364358,-0.9440412","-0.12580678,-0.48438528,-0.40785748,-0.76913065,0.32714444,-0.17345676,-0.27052632,0.15298246,-0.48022214",0.0
"-0.12580678,-0.48438528,-0.40785748,-0.76913065,0.32714444,-0.17345676,-0.27052632,0.15298246,-0.48022214","-0.043436587,-0.4071393,-0.8986541","-0.12995465,-0.5403649,-0.5044004,-0.65831614,0.2910762,-0.3823868,-0.27052632,0.15298246,-0.48022214",0.0
"-0.12995465,-0.5403649,-0.5044004,-0.65831614,0.2910762,-0.3823868,-0.27052632,0.15298246,-0.48022214","-0.03712213,-0.5146751,-0.90902495","-0.13349955,-0.6111301,-0.60205746,-0.49411774,0.22664395,-0.5425413,-0.27052632,0.15298246,-0.48022214",0.0
"-0.13349955,-0.6111301,-0.60205746,-0.49411774,0.22664395,-0.5425413,-0.27052632,0.15298246,-0.48022214","-0.22283989,-0.15189731,-0.92804563","-0.15477914,-0.6320153,-0.7017579,-0.3396109,0.18606211,-0.5608143,-0.27052632,0.15298246,-0.48022214",0.0
"-0.15477914,-0.6320153,-0.7017579,-0.3396109,0.18606211,-0.5608143,-0.27052632,0.15298246,-0.48022214","-0.09903109,0.3244648,-0.7425029","-0.16423589,-0.5874031,-0.78152543,-0.2712956,0.16053866,-0.49061334,-0.27052632,0.15298246,-0.48022214",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.24163744,-0.1954386,-0.48022214","-0.6729219,0.9589263,0.9433763","-0.06425915,0.13184743,0.10134751,0.40313855,-0.076598935,0.8821769,0.24163744,-0.1954386,-0.48022214",0.0
"-0.06425915,0.13184743,0.10134751,0.40313855,-0.076598935,0.8821769,0.24163744,-0.1954386,-0.48022214","-0.6544215,0.92679787,0.96222425","-0.12675166,0.2592774,0.20471986,0.66466534,-0.2733284,0.5831612,0.24163744,-0.1954386,-0.48022214",0.0
"-0.12675166,0.2592774,0.20471986,0.66466534,-0.2733284,0.5831612,0.24163744,-0.1954386,-0.48022214","-0.4740554,0.90355134,0.96827173","-0.17202051,0.38351107,0.30874187,0.7428272,-0.43894455,0.18065755,0.24163744,-0.1954386,-0.48022214",0.0
"-0.17202051,0.38351107,0.30874187,0.7428272,-0.43894455,0.18065755,0.24163744,-0.1954386,-0.48022214","-0.3901713,0.8459861,0.96684456","-0.20927903,0.49982986,0.41261056,0.660161,-0.5023697,-0.21074355,0.24163744,-0.1954386,-0.48022214",0.0
"-0.20927903,0.49982986,0.41261056,0.660161,-0.5023697,-0.21074355,0.24163744,-0.1954386,-0.48022214","-0.2903918,0.7609539,0.9689692","-0.23700935,0.60445714,0.5167075,0.4921559,-0.44566807,-0.4993958,0.24163744,-0.1954386,-0.48022214",0.0
